order_id,order_date,region,sales_channel,product_category,customer_segment,customer_age,unit_price,quantity,discount_pct,revenue,cost,profit,shipping_days,satisfaction_score,returned
ORD-02508,2024-07-04 16:41:18.039019512,East,Mobile App,Clothing,Returning,60.0,59.43,6,15.0,356.56,44.71,34.78,1.0,2.0,0
ORD-01075,2023-01-28 09:19:43.191595798,East,Mobile App,Home & Garden,New,,67.26,1,5.1,67.26,49.14,14.71,2.0,4.0,0
ORD-02447,2024-06-12 10:03:39.709854928,West,Mobile App,Home & Garden,New,31.0,113.72,3,10.2,341.15,83.41,56.03,3.0,5.0,0
ORD-02390,2024-05-22 14:29:28.484242120,North,Online,Electronics,Returning,32.0,239.44,6,5.3,1436.64,153.85,438.0,2.0,4.0,0
ORD-02622,2024-08-15 07:49:40.490245120,East,Online,Books,New,41.0,15.45,1,7.1,15.45,10.93,3.43,5.0,4.0,0
ORD-02523,2024-07-10 04:09:14.677338672,North,Online,Home & Garden,Returning,40.0,105.8,1,15.3,105.8,82.9,6.72,5.0,5.0,0
ORD-01758,2023-10-04 19:24:06.123061532,West,Mobile App,Home & Garden,VIP,30.0,118.76,6,21.2,712.57,74.94,112.2,1.0,4.0,0
ORD-02281,2024-04-12 19:10:24.912456232,East,Online,Home & Garden,New,24.0,112.75,1,16.4,112.75,81.94,12.29,5.0,1.0,0
ORD-02320,2024-04-27 00:59:04.172086040,North,In-Store,Clothing,New,23.0,24.92,6,14.4,149.53,16.65,28.07,0.0,3.0,0
ORD-02420,2024-06-02 13:25:21.760880440,South,Mobile App,Electronics,New,24.0,133.22,2,4.8,266.44,86.83,80.13,0.0,3.0,0
ORD-01855,2023-11-09 05:32:48.384192096,North,In-Store,Electronics,New,41.0,58.0,4,6.4,231.99,42.85,45.65,0.0,1.0,0
ORD-01180,2023-03-07 17:35:19.659829915,South,Online,Clothing,Returning,47.0,22.85,3,10.9,68.55,17.83,7.61,2.0,4.0,0
ORD-01762,2023-10-06 06:27:33.226613308,North,In-Store,Sports,New,52.0,62.09,2,14.3,124.17,45.3,15.78,1.0,5.0,0
ORD-01660,2023-08-30 00:29:32.086043020,South,In-Store,Home & Garden,Returning,22.0,82.46,1,8.5,82.46,53.79,21.68,0.0,5.0,0
ORD-02350,2024-05-07 23:54:57.448724360,West,Online,Sports,New,59.0,53.1,5,3.4,265.49,32.36,94.8,4.0,3.0,1
ORD-01376,2023-05-18 07:24:27.733866934,West,Online,Clothing,Returning,41.0,28.68,4,1.5,114.7,18.99,36.97,1.0,5.0,1
ORD-01657,2023-08-28 22:11:56.758379192,South,Mobile App,Home & Garden,New,,68.4,3,10.3,205.2,42.84,55.59,3.0,5.0,0
ORD-01023,2023-01-09 09:34:50.845422711,South,Online,Books,New,34.0,6.7,1,13.1,6.7,3.84,1.98,,2.0,0
ORD-01346,2023-05-07 08:28:34.457228614,East,Mobile App,Books,New,47.0,26.85,3,7.7,80.55,14.87,29.73,1.0,4.0,0
ORD-02649,2024-08-25 04:27:58.439219608,East,Phone,Home & Garden,Returning,35.0,99.23,3,5.6,297.68,77.28,49.04,5.0,3.0,0
ORD-01572,2023-07-28 21:13:35.807903952,South,Online,Electronics,New,39.0,12.22,4,13.4,48.88,7.74,11.37,3.0,3.0,1
ORD-02729,2024-09-23 09:37:00.510255128,East,In-Store,Food & Beverage,Returning,37.0,43.02,3,19.9,129.07,24.73,29.17,0.0,4.0,0
ORD-01008,2023-01-03 22:06:54.207103551,East,Online,Sports,Returning,41.0,49.45,3,15.5,148.34,32.26,28.61,3.0,4.0,0
ORD-01228,2023-03-25 06:16:44.902451226,West,Online,Home & Garden,Returning,64.0,85.26,1,8.8,85.26,61.43,16.33,,5.0,0
ORD-01489,2023-06-28 13:46:58.409204602,West,Online,Home & Garden,Returning,18.0,49.11,7,17.0,343.8,38.91,13.08,3.0,3.0,0
ORD-01213,2023-03-19 18:48:48.264132066,North,Phone,Electronics,Returning,44.0,63.7,1,7.1,63.7,43.6,15.55,5.0,4.0,0
ORD-02312,2024-04-24 02:52:09.964982496,South,Mobile App,Food & Beverage,New,41.0,43.06,1,18.8,43.06,32.17,2.78,4.0,3.0,0
ORD-01765,2023-10-07 08:45:08.554277140,East,Phone,Food & Beverage,VIP,38.0,22.53,2,12.3,45.06,16.95,5.62,7.0,5.0,0
ORD-01449,2023-06-13 23:12:27.373686844,North,Online,Sports,Returning,50.0,32.01,2,11.2,64.02,22.8,11.26,2.0,5.0,0
ORD-01744,2023-09-29 16:42:01.260630316,North,In-Store,Electronics,Returning,42.0,120.97,1,0.0,120.97,81.43,39.53,0.0,4.0,0
ORD-01015,2023-01-06 11:27:56.638319159,North,In-Store,Clothing,Returning,38.0,31.78,3,12.0,95.33,21.06,20.75,4.0,5.0,0
ORD-02975,2024-12-22 05:39:17.378689344,West,Phone,Food & Beverage,New,38.0,34.38,1,14.3,34.38,22.11,7.36,1.0,4.0,1
ORD-02862,2024-11-10 23:16:46.703351680,North,Online,Electronics,New,24.0,5.0,8,,40.0,3.67,7.88,4.0,5.0,1
ORD-01658,2023-08-29 06:57:48.534267136,East,Online,Electronics,New,30.0,209.33,3,0.2,628.0,126.77,246.37,3.0,5.0,0
ORD-02933,2024-12-06 21:33:02.791395696,East,Online,Food & Beverage,New,62.0,34.46,1,13.5,34.46,23.25,6.56,3.0,4.0,0
ORD-01930,2023-12-06 14:52:31.575787896,North,In-Store,Clothing,New,66.0,51.13,2,17.3,102.26,40.22,4.1,0.0,2.0,0
ORD-01546,2023-07-19 09:21:09.634817410,North,Online,Electronics,Returning,48.0,322.39,2,12.3,644.79,226.92,111.72,4.0,4.0,0
ORD-02231,2024-03-25 12:57:16.118059032,North,In-Store,Clothing,Returning,56.0,33.99,5,5.3,169.97,23.9,41.41,0.0,4.0,0
ORD-01619,2023-08-15 01:09:09.274637320,East,Online,Books,Returning,46.0,12.95,3,20.0,38.86,9.29,3.21,5.0,3.0,0
ORD-01354,2023-05-10 06:35:28.664332166,North,Mobile App,Home & Garden,VIP,57.0,20.57,2,25.1,41.15,13.91,3.0,3.0,1.0,0
ORD-01751,2023-10-02 06:03:03.691845924,West,Mobile App,Clothing,Returning,25.0,53.12,3,13.0,159.35,39.12,21.25,2.0,4.0,0
ORD-01207,2023-03-17 14:13:37.608804402,East,Mobile App,Home & Garden,New,28.0,114.86,3,13.5,344.59,81.5,53.43,2.0,5.0,0
ORD-01594,2023-08-05 22:02:34.877438720,West,Online,Clothing,Returning,26.0,26.99,4,11.4,107.98,16.34,30.33,6.0,3.0,0
ORD-01742,2023-09-28 23:10:17.708854428,East,Online,Electronics,Returning,44.0,183.84,7,4.7,1286.87,115.78,416.21,4.0,4.0,0
ORD-02087,2024-02-01 22:53:00.390195100,North,Online,Electronics,Returning,44.0,186.65,8,7.1,1493.23,119.87,428.88,2.0,4.0,0
ORD-01416,2023-06-01 21:58:58.769384692,North,Online,Clothing,Returning,66.0,88.61,2,2.5,177.23,56.83,59.16,7.0,4.0,0
ORD-02436,2024-06-08 09:39:10.175087544,South,Online,Electronics,New,41.0,136.8,2,11.5,273.6,90.08,62.05,1.0,4.0,0
ORD-02419,2024-06-02 04:39:29.984992496,West,Online,Clothing,Returning,42.0,80.95,5,10.9,404.77,50.73,106.89,4.0,,0
ORD-02180,2024-03-06 21:58:15.547773888,West,Online,Clothing,New,50.0,31.03,7,8.4,217.21,22.77,39.61,1.0,4.0,0
ORD-01704,2023-09-15 02:07:30.225112556,North,Mobile App,Clothing,Returning,50.0,85.2,4,3.7,340.79,59.27,90.96,3.0,4.0,0
ORD-01442,2023-06-11 09:51:24.942471236,South,Mobile App,Electronics,Returning,18.0,39.89,3,8.2,119.68,29.36,21.75,3.0,4.0,1
ORD-02720,2024-09-20 02:44:14.527263632,North,Online,Electronics,Returning,38.0,5.0,1,7.8,5.0,2.87,1.74,5.0,4.0,1
ORD-01638,2023-08-21 23:40:33.016508256,North,Phone,Sports,New,30.0,42.13,2,6.0,84.26,32.63,13.96,3.0,5.0,0
ORD-01536,2023-07-15 17:42:31.875937970,West,Mobile App,Clothing,Returning,45.0,30.55,5,1.8,152.74,23.63,31.76,3.0,5.0,0
ORD-01348,2023-05-08 02:00:18.009004502,South,In-Store,Books,Returning,21.0,20.06,6,15.5,120.35,13.64,19.85,0.0,5.0,0
ORD-02157,2024-02-27 12:23:24.702351176,West,Online,Sports,Returning,46.0,14.56,1,15.2,14.56,8.44,3.91,3.0,5.0,0
ORD-01403,2023-05-28 04:02:45.682841420,West,Online,Clothing,VIP,33.0,15.92,6,26.0,95.54,11.92,-0.86,5.0,4.0,1
ORD-01362,2023-05-13 04:42:22.871435718,South,Online,Sports,New,42.0,33.4,5,18.9,167.0,20.49,32.93,5.0,,1
ORD-01026,2023-01-10 11:52:26.173086543,North,Mobile App,Clothing,VIP,25.0,79.8,3,15.8,239.4,46.99,60.62,1.0,4.0,0
ORD-02120,2024-02-14 00:06:28.994497248,West,Online,Clothing,VIP,37.0,16.65,2,24.4,33.29,9.48,6.21,6.0,3.0,0
ORD-02670,2024-09-01 20:31:05.732866432,South,Online,Books,Returning,41.0,12.76,5,14.2,63.81,9.47,7.39,5.0,4.0,0
ORD-01177,2023-03-06 15:17:44.332166083,South,In-Store,Books,New,47.0,20.36,9,11.5,183.22,14.13,35.01,1.0,4.0,0
ORD-02942,2024-12-10 04:25:48.774387192,East,Online,Electronics,VIP,49.0,63.59,3,21.7,190.77,40.9,26.67,3.0,4.0,1
ORD-02609,2024-08-10 13:53:27.403701856,South,Phone,Home & Garden,New,23.0,84.77,2,9.5,169.54,62.49,28.38,7.0,2.0,0
ORD-02744,2024-09-28 21:04:57.148574288,South,Online,Electronics,Returning,23.0,69.66,7,7.6,487.64,41.02,163.29,5.0,4.0,0
ORD-02846,2024-11-05 03:02:58.289144576,North,Phone,Electronics,VIP,56.0,141.1,2,25.2,282.2,100.04,10.98,6.0,5.0,0
ORD-01252,2023-04-03 00:37:27.523761881,West,Mobile App,Clothing,New,18.0,37.99,4,9.6,151.95,24.85,37.97,0.0,,1
ORD-01414,2023-06-01 04:27:15.217608804,East,In-Store,Clothing,New,35.0,71.21,3,9.7,213.63,52.15,36.45,0.0,4.0,0
ORD-01558,2023-07-23 18:31:30.945472736,East,Online,Food & Beverage,Returning,47.0,15.09,4,4.9,60.36,10.44,15.62,5.0,5.0,0
ORD-01553,2023-07-21 22:42:12.066033016,East,Phone,Books,New,44.0,31.55,5,7.9,157.74,24.58,22.46,4.0,5.0,0
ORD-01193,2023-03-12 11:31:32.746373187,East,In-Store,Sports,VIP,31.0,66.44,1,11.2,66.44,43.87,15.15,0.0,5.0,0
ORD-02146,2024-02-23 11:58:55.167583792,East,Mobile App,Sports,Returning,51.0,92.12,1,4.0,92.12,67.07,21.4,1.0,4.0,0
ORD-01707,2023-09-16 04:25:05.552776388,West,Online,Electronics,Returning,38.0,235.49,3,9.3,706.48,174.34,117.95,5.0,4.0,0
ORD-02039,2024-01-15 10:11:35.147573788,South,In-Store,Food & Beverage,Returning,23.0,29.94,1,4.7,29.94,20.98,7.57,0.0,5.0,0
ORD-01445,2023-06-12 12:09:00.270135068,West,Online,Food & Beverage,Returning,26.0,31.22,7,9.9,218.53,23.43,32.98,3.0,3.0,1
ORD-02617,2024-08-13 12:00:21.610805400,East,Mobile App,Electronics,Returning,25.0,157.42,1,19.3,157.42,98.57,28.48,1.0,4.0,0
ORD-01936,2023-12-08 19:27:42.231115560,North,Mobile App,Food & Beverage,New,53.0,13.8,3,7.4,41.41,9.72,9.18,0.0,4.0,0
ORD-01997,2023-12-31 02:05:20.560280140,North,Online,Clothing,VIP,27.0,73.04,1,27.1,73.04,55.48,-2.27,2.0,4.0,0
ORD-02500,2024-07-01 18:34:23.831915960,South,Online,Home & Garden,Returning,72.0,37.14,4,14.1,148.56,24.63,29.15,0.0,,0
ORD-01451,2023-06-14 16:44:10.925462732,East,Phone,Home & Garden,VIP,30.0,77.8,4,10.7,311.21,60.37,36.43,5.0,4.0,1
ORD-02403,2024-05-27 08:25:41.570785392,East,Online,Electronics,Returning,22.0,96.02,1,7.4,96.02,73.31,15.65,3.0,5.0,0
ORD-01464,2023-06-19 10:40:24.012006004,West,In-Store,Sports,VIP,49.0,119.07,3,28.2,357.2,67.58,53.81,0.0,4.0,0
ORD-02987,2024-12-26 14:49:38.689344672,South,In-Store,Food & Beverage,Returning,20.0,5.0,2,9.8,10.0,3.88,1.25,0.0,4.0,0
ORD-01458,2023-06-17 06:05:13.356678340,North,In-Store,Clothing,New,42.0,65.49,1,15.2,65.49,40.85,14.68,2.0,4.0,0
ORD-02380,2024-05-18 22:50:50.725362680,North,Online,Electronics,Returning,20.0,102.79,4,18.7,411.16,66.68,67.64,1.0,4.0,0
ORD-01948,2023-12-13 04:38:03.541770888,West,Online,Books,VIP,,20.69,4,19.4,82.76,13.15,14.08,4.0,4.0,0
ORD-02820,2024-10-26 15:10:32.116058032,North,Online,Books,Returning,44.0,21.35,1,7.2,21.35,15.75,4.06,3.0,4.0,0
ORD-02411,2024-05-30 06:32:35.777888944,North,Online,Clothing,Returning,18.0,53.33,2,3.5,106.66,35.55,31.88,5.0,5.0,0
ORD-01369,2023-05-15 18:03:25.302651326,North,Mobile App,Electronics,VIP,26.0,66.74,1,12.1,66.74,47.75,10.89,0.0,4.0,0
ORD-01484,2023-06-26 17:57:39.529764882,East,In-Store,Electronics,New,41.0,198.11,2,1.4,396.23,154.94,81.0,0.0,,0
ORD-01681,2023-09-06 16:32:39.379689844,North,Mobile App,ELECTRONICS,New,22.0,66.26,1,15.3,66.26,44.2,11.94,2.0,5.0,0
ORD-01883,2023-11-19 10:56:58.109054528,North,Online,Electronics,Returning,40.0,174.95,2,,349.9,116.85,94.51,4.0,4.0,0
ORD-01307,2023-04-23 02:39:55.197598800,South,In-Store,Sports,Returning,30.0,61.1,1,8.6,61.1,46.41,9.46,0.0,5.0,0
ORD-01285,2023-04-15 01:50:56.128064032,North,Online,Home & Garden,Returning,54.0,55.9,4,9.7,223.59,40.34,40.51,5.0,5.0,0
ORD-02269,2024-04-08 10:00:03.601800904,North,Mobile App,Clothing,Returning,32.0,45.74,6,4.2,274.47,25.45,110.24,0.0,5.0,1
ORD-02194,2024-03-12 00:40:20.410205104,North,Online,Electronics,VIP,43.0,78.71,1,19.3,78.71,61.01,2.52,6.0,4.0,0
ORD-02431,2024-06-06 13:49:51.295647824,South,Phone,Electronics,Returning,32.0,120.14,8,9.7,961.15,94.26,113.96,9.0,5.0,1
ORD-02849,2024-11-06 05:20:33.616808408,East,Online,Home & Garden,New,46.0,45.95,4,4.0,183.8,36.63,29.84,4.0,4.0,0
ORD-02271,2024-04-09 03:31:47.153576792,West,Online,Electronics,VIP,39.0,238.7,2,21.6,477.4,167.73,38.68,4.0,3.0,0
ORD-01875,2023-11-16 12:50:03.901950976,North,In-Store,Sports,Returning,57.0,26.06,2,3.1,52.11,19.24,12.04,0.0,4.0,0
ORD-02011,2024-01-05 04:47:25.422711356,West,Online,Sports,VIP,67.0,5.0,2,26.0,10.0,3.81,-0.23,4.0,5.0,1
ORD-02895,2024-11-23 00:30:15.307653832,East,Mobile App,Electronics,VIP,18.0,286.19,2,20.8,572.37,163.5,126.52,3.0,5.0,0
ORD-02816,2024-10-25 04:07:05.012506256,North,Online,Electronics,New,,101.42,2,15.0,202.84,76.32,19.7,5.0,4.0,0
ORD-02772,2024-10-09 02:29:06.873436720,West,Online,Clothing,New,38.0,33.1,1,10.1,5.0,2.93,1.56,5.0,5.0,0
ORD-01718,2023-09-20 04:49:35.087543772,North,Mobile App,Clothing,New,56.0,96.22,1,3.1,96.22,65.09,28.13,3.0,5.0,0
ORD-01816,2023-10-25 23:44:09.124562280,East,In-Store,Food & Beverage,New,31.0,14.91,2,5.5,29.83,11.16,5.89,0.0,5.0,0
ORD-02261,2024-04-05 11:53:09.394697352,East,In-Store,Books,New,21.0,24.98,3,6.7,74.95,17.68,16.88,0.0,2.0,0
ORD-01097,2023-02-05 10:08:42.261130565,South,In-Store,Electronics,VIP,22.0,5.3,6,14.0,31.77,4.11,2.66,0.0,4.0,0
ORD-02354,2024-05-09 10:58:24.552276136,South,Online,Home & Garden,New,34.0,118.2,2,0.7,236.4,73.61,87.59,6.0,5.0,0
ORD-02458,2024-06-16 10:28:09.244622312,North,Mobile App,Food & Beverage,New,38.0,40.77,2,10.5,81.54,29.95,13.07,3.0,4.0,0
ORD-01769,2023-10-08 19:48:35.657828916,West,Mobile App,Clothing,New,38.0,21.58,1,15.7,21.58,15.16,3.03,3.0,3.0,1
ORD-01139,2023-02-20 18:14:56.848424212,West,Mobile App,Home & Garden,VIP,70.0,60.51,1,16.9,60.51,35.67,14.6,2.0,4.0,0
ORD-01806,2023-10-22 08:05:31.365682840,West,Mobile App,Electronics,Returning,30.0,5.0,6,11.7,30.0,2.96,8.71,2.0,,0
ORD-02334,2024-05-02 03:41:09.034517256,West,Mobile App,Food & Beverage,Returning,46.0,11.83,6,1.7,70.97,9.29,14.01,1.0,4.0,0
ORD-01717,2023-09-19 20:03:43.311655828,West,Phone,Food & Beverage,Returning,38.0,25.66,2,19.1,51.32,15.56,10.4,7.0,4.0,0
ORD-02361,2024-05-12 00:19:26.983491744,North,Online,Electronics,Returning,35.0,173.03,1,7.0,173.03,117.94,43.0,2.0,4.0,0
ORD-02713,2024-09-17 13:23:12.096048024,South,In-Store,Food & Beverage,Returning,37.0,41.14,10,14.7,411.38,25.86,92.31,0.0,3.0,0
ORD-01954,2023-12-15 09:13:14.197098548,South,Phone,Home & Garden,VIP,28.0,62.09,3,23.9,186.28,43.33,11.79,4.0,4.0,1
ORD-02778,2024-10-11 07:04:17.528764384,North,Mobile App,Books,VIP,18.0,12.42,6,19.5,74.53,8.13,11.17,1.0,4.0,0
ORD-02829,2024-10-29 22:03:18.099049528,North,Online,Home & Garden,New,24.0,85.48,1,19.7,85.48,60.43,8.24,1.0,5.0,0
ORD-01128,2023-02-16 17:50:27.313656828,North,Mobile App,Clothing,New,28.0,29.28,2,,58.57,22.48,8.02,3.0,5.0,0
ORD-01694,2023-09-11 10:28:52.466233116,North,Phone,Clothing,Returning,,64.23,1,17.3,64.23,35.82,17.29,3.0,3.0,0
ORD-01674,2023-09-04 03:11:36.948474236,South,Mobile App,Clothing,New,24.0,53.02,1,12.7,53.02,36.67,9.6,3.0,1.0,0
ORD-02308,2024-04-22 15:48:42.861430720,South,Online,Books,Returning,55.0,19.88,2,16.1,39.77,13.07,7.25,3.0,4.0,0
ORD-02961,2024-12-17 02:57:12.516258128,South,Online,Food & Beverage,New,40.0,23.96,1,10.2,23.96,15.01,6.51,4.0,5.0,0
ORD-01522,2023-07-10 15:00:27.013506754,West,Online,Books,Returning,23.0,23.99,2,7.1,47.99,16.35,11.87,2.0,4.0,0
ORD-01264,2023-04-07 09:47:48.834417209,West,In-Store, Sports,VIP,27.0,99.25,4,15.9,397.01,69.07,57.79,0.0,4.0,0
ORD-02005,2024-01-03 00:12:14.767383692,East,Mobile App,Electronics,Returning,30.0,234.91,1,13.1,234.91,152.35,51.74,,3.0,0
ORD-02787,2024-10-14 13:57:03.511755880,East,In-Store,Books,VIP,59.0,13.83,2,18.8,27.66,8.35,5.78,0.0,5.0,0
ORD-02595,2024-08-05 11:11:22.541270640,East,In-Store,Home & Garden,VIP,29.0,60.78,2,17.4,121.56,48.21,3.96,1.0,5.0,0
ORD-01631,2023-08-19 10:19:30.585292648,West,Mobile App,Clothing,New,35.0,44.76,1,12.0,44.76,31.5,7.88,3.0,3.0,0
ORD-01498,2023-07-01 20:39:44.392196098,West,Phone,Clothing,New,53.0,21.28,2,2.0,42.55,15.9,9.9,4.0,4.0,0
ORD-02650,2024-08-25 13:13:50.215107552,North,Mobile App,Sports,New,42.0,46.89,1,11.5,46.89,29.03,12.46,4.0,5.0,0
ORD-02332,2024-05-01 10:09:25.482741368,North,Online,Electronics,VIP,24.0,268.16,4,20.5,1072.65,174.76,153.88,4.0,5.0,0
ORD-02757,2024-10-03 15:01:10.235117560,South,Online,Clothing,VIP,52.0,20.21,2,23.4,40.42,13.52,3.94,2.0,3.0,0
ORD-01918,2023-12-02 05:42:10.265132568,East,In-Store,Sports,Returning,18.0,88.2,2,9.2,176.4,53.58,53.11,0.0,3.0,0
ORD-01432,2023-06-07 18:12:47.183591796,East,Phone,Home & Garden,VIP,36.0,86.52,3,16.8,259.57,66.83,15.34,4.0,4.0,0
ORD-02162,2024-02-29 08:12:43.581790896,South,Online,Clothing,Returning,,97.78,2,4.6,195.56,70.95,44.58,1.0,5.0,0
ORD-02602,2024-08-08 00:32:24.972486248,North,Online,Electronics,Returning,39.0,209.01,3,18.2,627.03,139.38,94.97,3.0,3.0,0
ORD-01068,2023-01-25 19:58:40.760380190,North,Online,Sports,New,36.0,47.23,5,9.7,236.16,33.68,44.88,2.0,4.0,0
ORD-02215,2024-03-19 16:43:27.703851928,North,Online,Home & Garden,Returning,45.0,56.34,2,14.3,112.69,31.31,34.0,3.0,4.0,0
ORD-02559,2024-07-23 07:40:18.609304656,West,In-Store,Sports,VIP,46.0,59.43,1,19.1,59.43,39.38,8.7,0.0,4.0,0
ORD-02203,2024-03-15 07:33:06.393196600,South,Mobile App,Sports,New,37.0,5.0,1,,5.0,3.52,1.26,4.0,4.0,0
ORD-01835,2023-11-01 22:15:32.866433216,South,Phone,Electronics,New,46.0,71.11,2,1.0,142.21,43.12,54.56,6.0,5.0,0
ORD-01573,2023-07-29 05:59:27.583791896,East,In-Store,Sports,VIP,54.0,28.04,9,19.2,252.32,15.67,62.76,2.0,4.0,0
ORD-01334,2023-05-02 23:18:13.146573286,North,Online,Clothing,New,32.0,54.56,7,5.7,381.93,36.09,107.54,4.0,3.0,0
ORD-01338,2023-05-04 10:21:40.250125062,South,Online, Clothing,Returning,42.0,17.52,1,14.6,17.52,11.3,3.66,2.0,4.0,0
ORD-02671,2024-09-02 05:16:57.508754376,West,Online,Clothing,Returning,24.0,32.23,1,1.1,32.23,23.84,8.04,4.0,3.0,1
ORD-01664,2023-08-31 11:32:59.189594796,North,In-Store,Books,VIP,44.0,13.37,3,26.8,40.12,7.98,5.43,0.0,4.0,0
ORD-01383,2023-05-20 20:45:30.165082542,West,In-Store,Home & Garden,New,47.0,70.02,1,1.4,70.02,39.17,29.87,0.0,3.0,0
ORD-02571,2024-07-27 16:50:39.919959984,North,In-Store,Electronics,Returning,65.0,47.84,6,7.8,287.04,37.68,38.51,0.0,4.0,1
ORD-01055,2023-01-21 02:02:27.673836918,West,Mobile App,Electronics,Returning,28.0,5.0,10,0.8,50.0,3.43,15.29,0.0,4.0,0
ORD-01698,2023-09-12 21:32:19.569784892,North,Mobile App,Electronics,VIP,53.0,182.81,2,18.8,365.63,144.96,7.07,0.0,3.0,0
ORD-02561,2024-07-24 01:12:02.161080544,North,Mobile App,Food & Beverage,Returning,23.0,17.29,3,17.4,51.86,10.54,11.19,3.0,2.0,0
ORD-01702,2023-09-14 08:35:46.673336668,South,Online,Sports,Returning,22.0,76.22,1,16.6,76.22,51.94,11.63,4.0,3.0,0
ORD-02539,2024-07-16 00:23:03.091545776,South,Online,Home & Garden,Returning,71.0,49.32,2,13.8,98.65,36.39,12.28,5.0,4.0,0
ORD-02205,2024-03-16 01:04:49.944972488,East,Mobile App,Clothing,New,30.0,25.61,1,,25.61,17.92,3.67,,4.0,0
ORD-02687,2024-09-08 01:30:45.922961480,South,Online,Food & Beverage,New,23.0,31.97,9,8.6,287.7,22.16,63.6,2.0,4.0,0
ORD-01170,2023-03-04 01:56:41.900950475,East,Mobile App,Electronics,New,56.0,130.35,8,2.6,1042.8,93.96,263.66,3.0,5.0,0
ORD-01173,2023-03-05 04:14:17.228614307,North,Mobile App,Home & Garden,VIP,32.0,86.56,2,12.7,173.12,49.33,52.4,2.0,4.0,1
ORD-02659,2024-08-28 20:06:36.198099048,South,Phone,Home & Garden,Returning,42.0,122.3,4,13.7,489.19,70.72,139.43,3.0,3.0,0
ORD-01326,2023-04-30 01:11:18.939469736,East,Mobile App,Electronics,VIP,53.0,72.72,3,27.5,218.16,52.7,-0.02,3.0,3.0,0
ORD-01503,2023-07-03 16:29:03.271635818,West,Phone,Electronics,New,48.0,109.88,1,7.3,109.88,69.36,32.47,5.0,1.0,0
ORD-02568,2024-07-26 14:33:04.592296152,East,Mobile App,Books,VIP,43.0,30.21,3,23.9,90.64,20.75,6.74,3.0,4.0,0
ORD-01409,2023-05-30 08:37:56.338169084,North,In-Store,Home & Garden,VIP,18.0,115.01,1,24.4,115.01,76.29,10.71,0.0,5.0,0
ORD-02158,2024-02-27 21:09:16.478239120,West,Mobile App,Home & Garden,New,34.0,43.8,7,15.2,306.61,30.56,45.96,2.0,2.0,0
ORD-01297,2023-04-19 11:01:17.438719360,North,Online,Electronics,New,52.0,259.28,1,5.6,259.28,150.42,94.4,2.0,5.0,0
ORD-02748,2024-09-30 08:08:24.252126064,East,In-Store,Food & Beverage,New,58.0,12.04,2,15.8,24.07,8.68,2.91,2.0,5.0,0
ORD-01833,2023-11-01 04:43:49.314657328,North,Online,Electronics,VIP,31.0,161.29,3,15.9,483.87,114.45,63.37,4.0,2.0,0
ORD-02706,2024-09-15 00:02:09.664832416,East,Mobile App,Books,Returning,37.0,15.5,1,14.4,15.5,11.39,1.87,0.0,5.0,0
ORD-02277,2024-04-11 08:06:57.808904456,West,In-Store,Clothing,New,54.0,9.28,10,9.0,92.77,5.63,28.12,0.0,4.0,1
ORD-01715,2023-09-19 02:31:59.759879940,West,Online,Clothing,Returning,41.0,23.65,6,10.9,141.91,16.18,29.43,3.0,1.0,0
ORD-01737,2023-09-27 03:20:58.829414708,West,In-Store,Clothing,New,27.0,25.44,2,9.3,50.87,16.45,13.23,0.0,3.0,0
ORD-01671,2023-09-03 00:54:01.620810404,West,Online,Books,VIP,36.0,155.91,2,,54.62,18.66,6.29,5.0,4.0,0
ORD-01648,2023-08-25 15:19:10.775387696,East,In-Store,Books,Returning,18.0,7.34,7,19.0,51.38,4.04,13.29,0.0,3.0,0
ORD-01255,2023-04-04 02:55:02.851425713,East,In-Store,Sports,Returning,18.0,88.36,2,19.1,176.73,58.22,26.49,1.0,3.0,0
ORD-02781,2024-10-12 09:21:52.856428216,West,Online,Clothing,New,35.0,64.44,8,3.0,515.52,47.16,122.84,2.0,3.0,0
ORD-02953,2024-12-14 04:50:18.309154576,East,Online,Home & Garden,New,32.0,114.96,1,10.9,114.96,79.78,22.7,3.0,4.0,0
ORD-02976,2024-12-22 14:25:09.154577288,North,Online,Electronics,VIP,62.0,50.86,1,11.0,50.86,37.3,7.97,2.0,2.0,0
ORD-02294,2024-04-17 13:06:37.998999504,West,Phone,Sports,New,22.0,7.81,7,1.4,54.67,5.89,12.68,5.0,4.0,0
ORD-01721,2023-09-21 07:07:10.415207604,North,Mobile App, Electronics,New,18.0,122.61,2,5.2,245.22,91.35,49.73,7.0,2.0,0
ORD-01531,2023-07-13 21:53:12.996498250,West,Mobile App,Electronics,VIP,21.0,128.73,7,10.6,901.09,100.82,99.36,3.0,2.0,0
ORD-01407,2023-05-29 15:06:12.786393196,North,Online,Electronics,New,51.0,96.76,4,6.8,387.05,54.19,144.14,3.0,4.0,1
ORD-01199,2023-03-14 16:06:43.401700851,East,Online,Home & Garden,New,43.0,22.64,2,17.1,45.29,17.06,3.44,4.0,3.0,0
ORD-01473,2023-06-22 17:33:09.994997500,West,Mobile App,Clothing,VIP,33.0,65.55,3,10.9,196.65,38.29,60.41,2.0,5.0,0
ORD-01748,2023-10-01 03:45:28.364182092,West,Mobile App,Clothing,VIP,41.0,69.19,1,24.2,69.19,42.34,10.08,2.0,4.0,0
