order_id,order_date,region,sales_channel,product_category,customer_segment,customer_age,unit_price,quantity,discount_pct,revenue,cost,profit,shipping_days,satisfaction_score,returned,price_outlier_flag,order_year,order_month,order_quarter,order_dayofweek,net_revenue,profit_margin,revenue_per_unit
ORD-02764,2024-10-06 04:22:12.666333168,North,In-Store,Books,Returning,18,27.32,2,6.4,54.63,21.32,8.49,0,5,0,0,2024,10,4,Sunday,51.13,15.54,27.32
ORD-02342,2024-05-05 01:48:03.241620808,West,In-Store,Electronics,Returning,19,195.62,3,17.5,586.87,132.74,86.01,0,4,1,0,2024,5,2,Sunday,484.17,14.66,195.62
ORD-01700,2023-09-13 15:04:03.121560780,South,In-Store,Electronics,Returning,40,177.18,4,3.0,708.72,122.62,197.31,0,4,0,0,2023,9,3,Wednesday,687.46,27.84,177.18
ORD-02170,2024-03-03 06:19:37.788894448,East,Mobile App,Clothing,Returning,50,14.09,2,17.0,28.18,8.19,7.0,4,4,1,0,2024,3,1,Sunday,23.39,24.84,14.09
ORD-01757,2023-10-04 10:38:14.347173588,South,Mobile App,Sports,Returning,37,75.61,1,9.0,75.61,56.58,12.23,3,4,0,0,2023,10,4,Wednesday,68.81,16.18,75.61
ORD-01025,2023-01-10 03:06:34.397198599,East,Online,Books,New,45,22.95,2,2.5,45.9,14.82,15.1,6,5,0,0,2023,1,1,Tuesday,44.75,32.9,22.95
ORD-01795,2023-10-18 07:41:01.830915460,West,In-Store,Clothing,New,46,43.41,3,14.9,130.22,23.91,39.05,0,5,0,0,2023,10,4,Wednesday,110.82,29.99,43.41
ORD-02467,2024-06-19 17:20:55.227613808,South,Mobile App,Books,Returning,47,27.33,1,11.4,27.33,18.76,5.45,3,4,0,0,2024,6,2,Wednesday,24.21,19.94,27.33
ORD-02884,2024-11-19 00:05:45.772886448,North,Mobile App,Home & Garden,New,44,84.51,3,6.4,253.53,56.82,66.71,3,3,0,0,2024,11,4,Tuesday,237.3,26.31,84.51
ORD-02715,2024-09-18 06:54:55.647823912,West,Online,Clothing,VIP,49,26.49,1,27.8,26.49,16.95,2.19,2,5,0,0,2024,9,3,Wednesday,19.13,8.27,26.49
ORD-01115,2023-02-11 23:54:14.227113557,West,Online,Clothing,Returning,19,81.9,6,15.4,491.38,50.98,109.99,3,4,1,0,2023,2,1,Saturday,415.71,22.38,81.9
ORD-01024,2023-01-09 18:20:42.621310655,South,In-Store,Sports,New,49,39.49,2,6.2,78.99,23.3,27.53,1,5,0,0,2023,1,1,Monday,74.09,34.85,39.49
ORD-01370,2023-05-16 02:49:17.078539270,North,Mobile App,Electronics,Returning,38,149.52,1,10.7,149.52,84.81,48.64,4,4,0,0,2023,5,2,Tuesday,133.52,32.53,149.52
ORD-01603,2023-08-09 04:55:20.860430216,North,Online,Clothing,VIP,40,52.19,5,14.0,260.95,39.25,28.04,3,3,0,0,2023,8,3,Wednesday,224.42,10.75,52.19
ORD-01096,2023-02-05 01:22:50.485242621,South,In-Store,Electronics,New,54,190.41,3,7.4,571.22,124.86,154.43,0,4,0,0,2023,2,1,Sunday,528.95,27.04,190.41
ORD-02426,2024-06-04 18:00:32.416208104,North,In-Store,Food & Beverage,New,24,29.47,1,6.7,29.47,16.71,10.79,0,4,0,0,2024,6,2,Tuesday,27.5,36.61,29.47
ORD-01978,2023-12-24 03:33:56.818409204,South,Mobile App,Electronics,Returning,39,58.0,2,13.3,116.01,40.74,19.15,1,4,0,0,2023,12,4,Sunday,100.58,16.51,58.0
ORD-02457,2024-06-16 01:42:17.468734368,East,Mobile App,Clothing,Returning,34,12.55,1,12.9,12.55,7.49,3.45,2,4,0,0,2024,6,2,Sunday,10.93,27.49,12.55
ORD-01099,2023-02-06 03:40:25.812906453,North,Online,Electronics,VIP,36,54.88,3,14.8,164.64,38.06,26.09,3,4,0,0,2023,2,1,Monday,140.27,15.85,54.88
ORD-02517,2024-07-07 23:34:04.022011008,West,Online,Sports,New,43,62.03,2,17.3,124.06,35.06,32.51,5,3,0,0,2024,7,3,Sunday,102.6,26.21,62.03
ORD-02504,2024-07-03 05:37:50.935467736,South,Mobile App,Clothing,Returning,60,55.7,2,9.2,111.4,37.71,25.74,4,5,0,0,2024,7,3,Wednesday,101.15,23.11,55.7
ORD-01357,2023-05-11 08:53:03.991995998,East,Online,Home & Garden,Returning,53,75.47,3,9.3,226.4,52.66,47.3,6,4,0,0,2023,5,2,Thursday,205.34,20.89,75.47
ORD-02196,2024-03-12 18:12:03.961980992,West,Phone,Sports,New,27,5.0,2,15.4,10.0,2.98,2.5,2,4,0,0,2024,3,1,Tuesday,8.46,25.0,5.0
ORD-02604,2024-08-08 18:04:08.524262136,North,Online,Electronics,New,40,126.85,3,14.9,380.54,85.47,67.34,2,4,1,0,2024,8,3,Thursday,323.84,17.7,126.85
ORD-02627,2024-08-17 03:38:59.369684840,South,Mobile App,Clothing,Returning,39,7.88,3,6.0,23.65,4.66,8.25,3,4,0,0,2024,8,3,Saturday,22.23,34.88,7.88
ORD-02150,2024-02-24 23:02:22.271135568,East,In-Store,Clothing,Returning,32,18.42,2,6.1,36.83,13.27,8.04,1,4,0,0,2024,2,1,Saturday,34.58,21.83,18.42
ORD-01800,2023-10-20 03:30:20.710355180,East,Mobile App,Electronics,New,37,128.21,2,12.9,256.42,88.14,47.1,3,1,0,0,2023,10,4,Friday,223.34,18.37,128.21
ORD-02346,2024-05-06 12:51:30.345172584,South,Online,Electronics,Returning,49,40.22,2,13.0,80.44,31.7,6.56,2,4,0,0,2024,5,2,Monday,69.98,8.16,40.22
ORD-02355,2024-05-09 19:44:16.328164080,West,Online,Clothing,Returning,21,5.0,1,10.1,5.0,3.76,0.74,3,5,1,0,2024,5,2,Thursday,4.5,14.8,5.0
ORD-02928,2024-12-05 01:43:43.911955976,East,Mobile App,Home & Garden,Returning,45,65.22,2,1.5,130.45,50.08,28.34,0,4,0,0,2024,12,4,Thursday,128.49,21.72,65.22
ORD-02904,2024-11-26 07:23:01.290645320,East,Mobile App,Electronics,New,40,168.98,9,5.8,1520.83,132.68,238.22,2,5,0,0,2024,11,4,Tuesday,1432.62,15.66,168.98
ORD-01270,2023-04-09 14:22:59.489744873,West,Online,Sports,Returning,39,119.29,2,5.8,238.58,69.89,84.97,4,4,0,0,2023,4,2,Sunday,224.74,35.61,119.29
ORD-01118,2023-02-13 02:11:49.554777389,West,Online,Electronics,New,56,29.04,1,15.7,29.04,19.59,4.88,2,5,1,0,2023,2,1,Monday,24.48,16.8,29.04
ORD-01117,2023-02-12 17:25:57.778889445,North,In-Store,Clothing,VIP,37,39.27,7,29.8,274.91,26.44,7.78,0,4,0,0,2023,2,1,Sunday,192.99,2.83,39.27
ORD-02177,2024-03-05 19:40:40.220110056,North,Mobile App,Electronics,Returning,48,91.74,2,0.6,183.48,68.22,45.99,2,4,0,0,2024,3,1,Tuesday,182.38,25.07,91.74
ORD-02924,2024-12-03 14:40:16.808404200,East,Phone,Electronics,VIP,41,85.39,6,27.7,512.33,50.32,68.33,5,5,1,0,2024,12,4,Tuesday,370.41,13.34,85.39
ORD-02369,2024-05-14 22:26:21.190595296,North,Mobile App,Electronics,VIP,54,5.0,1,23.9,5.0,3.6,0.2,2,4,0,0,2024,5,2,Tuesday,3.8,4.0,5.0
ORD-01687,2023-09-08 21:07:50.035017508,North,In-Store,Electronics,Returning,33,115.36,1,1.2,115.36,65.77,48.26,0,3,0,0,2023,9,3,Friday,113.98,41.83,115.36
ORD-02002,2024-01-01 21:54:39.439719860,West,Online,Books,VIP,20,21.65,3,21.0,64.95,16.69,1.26,4,5,0,0,2024,1,1,Monday,51.31,1.94,21.65
ORD-01747,2023-09-30 18:59:36.588294148,South,Online,Electronics,New,41,27.75,1,15.0,27.75,17.78,5.8,2,4,0,0,2023,9,3,Saturday,23.59,20.9,27.75
ORD-02526,2024-07-11 06:26:50.005002504,North,Phone,Sports,Returning,28,60.73,3,12.5,182.2,45.9,21.73,4,4,1,0,2024,7,3,Thursday,159.42,11.93,60.73
ORD-01164,2023-03-01 21:21:31.245622812,North,In-Store,Home & Garden,New,18,35.26,4,16.6,141.04,25.72,14.77,0,4,1,0,2023,3,1,Wednesday,117.63,10.47,35.26
ORD-01593,2023-08-05 13:16:43.101550776,South,In-Store,Clothing,VIP,18,31.53,2,14.1,63.06,19.51,15.13,0,5,0,0,2023,8,3,Saturday,54.17,23.99,31.53
ORD-02497,2024-06-30 16:16:48.504252128,South,Mobile App,Books,VIP,37,5.0,9,14.3,45.0,3.95,3.03,3,4,0,0,2024,6,2,Sunday,38.56,6.73,5.0
ORD-02807,2024-10-21 21:14:19.029514760,North,Online,Food & Beverage,VIP,45,29.98,8,14.8,239.82,19.73,46.5,5,4,0,0,2024,10,4,Monday,204.33,19.39,29.98
ORD-01465,2023-06-19 19:26:15.787893948,South,Online,Clothing,New,18,52.05,3,11.6,156.15,34.76,33.76,1,1,0,0,2023,6,2,Monday,138.04,21.62,52.05
ORD-02971,2024-12-20 18:35:50.275137568,West,In-Store,Electronics,Returning,36,88.91,2,2.5,177.83,51.48,70.51,0,1,1,0,2024,12,4,Friday,173.38,39.65,88.92
ORD-02553,2024-07-21 03:05:07.953976992,West,In-Store,Home & Garden,Returning,18,35.07,4,1.4,140.29,25.23,37.4,0,4,0,0,2024,7,3,Sunday,138.33,26.66,35.07
ORD-01142,2023-02-21 20:32:32.176088044,South,Mobile App,Electronics,New,28,182.73,4,13.0,730.93,133.32,102.82,4,5,0,0,2023,2,1,Tuesday,635.91,14.07,182.73
ORD-01113,2023-02-11 06:22:30.675337669,West,Mobile App,Electronics,Returning,18,65.59,1,12.8,65.59,49.56,7.65,3,5,1,0,2023,2,1,Saturday,57.19,11.66,65.59
ORD-02276,2024-04-10 23:21:06.033016512,North,Mobile App,Electronics,New,60,75.05,2,11.4,150.09,46.27,40.49,4,4,1,0,2024,4,2,Wednesday,132.98,26.98,75.04
ORD-02524,2024-07-10 12:55:06.453226616,South,Online,Home & Garden,Returning,30,62.94,1,15.2,62.94,36.94,16.46,5,2,0,0,2024,7,3,Wednesday,53.37,26.15,62.94
ORD-01378,2023-05-19 00:56:11.285642822,West,In-Store,Electronics,VIP,36,94.78,3,27.3,284.34,68.29,1.9,0,1,0,0,2023,5,2,Friday,206.72,0.67,94.78
ORD-01063,2023-01-24 00:09:21.880940470,South,In-Store,Clothing,Returning,57,89.68,1,1.8,89.68,57.5,30.58,0,3,0,0,2023,1,1,Tuesday,88.07,34.1,89.68
ORD-01620,2023-08-15 09:55:01.050525264,North,Mobile App,Books,New,18,21.46,2,14.2,42.92,15.73,5.35,4,3,0,0,2023,8,3,Tuesday,36.83,12.47,21.46
ORD-01640,2023-08-22 17:12:16.568284144,North,Online,Food & Beverage,Returning,42,40.6,1,0.9,40.6,29.1,11.11,5,1,0,0,2023,8,3,Tuesday,40.23,27.36,40.6
ORD-01186,2023-03-09 22:10:30.315157579,West,Mobile App,Electronics,Returning,39,152.18,7,11.0,1065.27,102.47,230.72,1,5,0,0,2023,3,1,Thursday,948.09,21.66,152.18
ORD-02665,2024-08-31 00:41:46.853426712,West,In-Store,Books,New,18,14.96,1,0.9,14.96,10.74,4.09,0,4,0,0,2024,8,3,Saturday,14.83,27.34,14.96
ORD-01985,2023-12-26 16:54:59.249624812,South,Phone,Electronics,New,45,203.78,3,15.6,611.35,132.5,118.71,3,3,0,0,2023,12,4,Tuesday,515.98,19.42,203.78
ORD-02206,2024-03-16 09:50:41.720860432,East,Mobile App,Books,New,37,11.6,2,18.5,23.19,6.9,5.11,2,4,0,0,2024,3,1,Saturday,18.9,22.04,11.6
ORD-01294,2023-04-18 08:43:42.111055528,North,Online,Clothing,VIP,19,32.39,2,12.9,64.79,19.49,17.43,4,5,0,0,2023,4,2,Tuesday,56.43,26.9,32.4
ORD-01528,2023-07-12 19:35:37.668834418,North,Online,Home & Garden,Returning,37,80.48,9,9.4,724.33,54.59,164.66,5,4,0,0,2023,7,3,Wednesday,656.24,22.73,80.48
ORD-01453,2023-06-15 10:15:54.477238620,West,Online,Books,New,54,5.0,3,14.8,15.0,3.57,2.07,4,1,0,0,2023,6,2,Thursday,12.78,13.8,5.0
ORD-01286,2023-04-15 10:36:47.903951976,South,Phone,Books,VIP,63,10.96,1,16.0,10.96,8.51,0.7,3,3,0,0,2023,4,2,Saturday,9.21,6.39,10.96
ORD-02878,2024-11-16 19:30:35.117558784,North,In-Store,Clothing,Returning,46,5.0,10,17.6,50.0,2.82,13.01,1,4,0,0,2024,11,4,Saturday,41.2,26.02,5.0
ORD-01562,2023-07-25 05:34:58.049024512,North,Online,Books,New,22,17.91,2,11.9,35.82,12.22,7.11,7,5,0,0,2023,7,3,Tuesday,31.56,19.85,17.91
ORD-01300,2023-04-20 13:18:52.766383192,North,Mobile App,Electronics,Returning,18,193.01,1,10.2,193.01,134.5,38.92,4,4,1,0,2023,4,2,Thursday,173.32,20.16,193.01
ORD-01845,2023-11-05 13:54:10.625312656,South,Online,Clothing,New,55,5.0,1,12.5,5.0,3.16,1.22,1,4,0,0,2023,11,4,Sunday,4.38,24.4,5.0
ORD-01315,2023-04-26 00:46:49.404702352,East,Online,Electronics,VIP,19,309.23,2,21.4,618.47,235.82,14.26,2,5,0,1,2023,4,2,Wednesday,486.12,2.31,309.24
ORD-02329,2024-04-30 07:51:50.155077536,South,Mobile App,Home & Garden,Returning,26,35.13,1,5.8,35.13,28.07,5.01,4,5,0,0,2024,4,2,Tuesday,33.09,14.26,35.13
ORD-02986,2024-12-26 06:03:46.913456728,East,Online,Home & Garden,Returning,47,42.82,1,12.5,42.82,33.2,4.27,3,5,0,0,2024,12,4,Thursday,37.47,9.97,42.82
ORD-01359,2023-05-12 02:24:47.543771886,East,Online,Electronics,Returning,22,69.58,3,17.8,208.74,45.7,34.49,2,4,0,0,2023,5,2,Friday,171.58,16.52,69.58
ORD-01130,2023-02-17 11:22:10.865432716,South,Online,Clothing,Returning,45,7.96,2,13.6,15.92,5.5,2.76,2,5,1,0,2023,2,1,Friday,13.75,17.34,7.96
ORD-02333,2024-05-01 18:55:17.258629312,West,Online,Clothing,Returning,37,34.56,4,9.9,138.22,23.74,29.6,5,4,0,0,2024,5,2,Wednesday,124.54,21.42,34.56
ORD-01189,2023-03-11 00:28:05.642821411,North,Mobile App,Sports,New,28,27.8,1,2.7,27.8,21.73,5.32,2,4,0,0,2023,3,1,Saturday,27.05,19.14,27.8
ORD-01027,2023-01-10 20:38:17.948974487,South,Phone,Electronics,New,48,128.89,3,17.0,386.67,101.94,15.05,6,4,0,0,2023,1,1,Tuesday,320.94,3.89,128.89
ORD-01517,2023-07-08 19:11:08.134067034,West,In-Store,Books,Returning,20,13.65,4,12.8,54.6,9.96,7.75,0,4,0,0,2023,7,3,Saturday,47.61,14.19,13.65
ORD-02934,2024-12-07 06:18:54.567283640,East,Online,Clothing,New,36,67.85,1,0.9,67.85,39.49,27.77,2,4,0,0,2024,12,4,Saturday,67.24,40.93,67.85
ORD-01832,2023-10-31 19:57:57.538769384,North,Online,Sports,Returning,57,43.29,4,8.0,173.15,32.52,29.26,5,4,0,0,2023,10,4,Tuesday,159.3,16.9,43.29
ORD-02232,2024-03-25 21:43:07.893946976,North,Online,Sports,New,40,39.13,6,2.3,234.78,22.69,93.12,4,4,0,0,2024,3,1,Monday,229.38,39.66,39.13
ORD-02102,2024-02-07 10:20:57.028514256,West,Phone,Home & Garden,VIP,39,37.97,2,27.9,75.95,26.9,0.98,7,4,0,0,2024,2,1,Wednesday,54.76,1.29,37.98
ORD-02159,2024-02-28 05:55:08.254127064,North,Online,Electronics,Returning,59,117.44,2,11.6,234.87,93.04,11.73,3,4,0,0,2024,2,1,Wednesday,207.63,4.99,117.44
ORD-02015,2024-01-06 15:50:52.526263132,West,Online,Electronics,VIP,36,219.47,1,27.5,219.47,163.46,-4.29,4,4,0,0,2024,1,1,Saturday,159.12,-1.95,219.47
ORD-02575,2024-07-29 03:54:07.023511760,North,Online,Electronics,New,60,146.17,1,0.9,146.17,101.59,43.26,6,2,0,0,2024,7,3,Monday,144.85,29.6,146.17
ORD-02947,2024-12-12 00:15:07.653826912,North,In-Store,Electronics,Returning,28,174.12,2,7.6,348.24,114.63,92.66,0,2,0,0,2024,12,4,Thursday,321.77,26.61,174.12
ORD-01266,2023-04-08 03:19:32.386193097,East,In-Store,Sports,VIP,18,61.55,5,25.8,307.76,48.77,-15.58,0,4,0,0,2023,4,2,Saturday,228.36,-5.06,61.55
ORD-01927,2023-12-05 12:34:56.248124064,South,Phone,Electronics,Returning,51,172.98,2,10.0,345.96,99.42,112.48,3,4,0,0,2023,12,4,Tuesday,311.36,32.51,172.98
ORD-02508,2024-07-04 16:41:18.039019512,East,Mobile App,Clothing,Returning,60,59.43,6,15.0,356.56,44.71,34.78,1,2,0,0,2024,7,3,Thursday,303.08,9.75,59.43
ORD-01075,2023-01-28 09:19:43.191595798,East,Mobile App,Home & Garden,New,37,67.26,1,5.1,67.26,49.14,14.71,2,4,0,0,2023,1,1,Saturday,63.83,21.87,67.26
ORD-02447,2024-06-12 10:03:39.709854928,West,Mobile App,Home & Garden,New,31,113.72,3,10.2,341.15,83.41,56.03,3,5,0,0,2024,6,2,Wednesday,306.35,16.42,113.72
ORD-02390,2024-05-22 14:29:28.484242120,North,Online,Electronics,Returning,32,239.44,6,5.3,1436.64,153.85,438.0,2,4,0,0,2024,5,2,Wednesday,1360.5,30.49,239.44
ORD-02622,2024-08-15 07:49:40.490245120,East,Online,Books,New,41,15.45,1,7.1,15.45,10.93,3.43,5,4,0,0,2024,8,3,Thursday,14.35,22.2,15.45
ORD-02523,2024-07-10 04:09:14.677338672,North,Online,Home & Garden,Returning,40,105.8,1,15.3,105.8,82.9,6.72,5,5,0,0,2024,7,3,Wednesday,89.61,6.35,105.8
ORD-01758,2023-10-04 19:24:06.123061532,West,Mobile App,Home & Garden,VIP,30,118.76,6,21.2,712.57,74.94,112.2,1,4,0,0,2023,10,4,Wednesday,561.51,15.75,118.76
ORD-02281,2024-04-12 19:10:24.912456232,East,Online,Home & Garden,New,24,112.75,1,16.4,112.75,81.94,12.29,5,1,0,0,2024,4,2,Friday,94.26,10.9,112.75
ORD-02320,2024-04-27 00:59:04.172086040,North,In-Store,Clothing,New,23,24.92,6,14.4,149.53,16.65,28.07,0,3,0,0,2024,4,2,Saturday,128.0,18.77,24.92
ORD-02420,2024-06-02 13:25:21.760880440,South,Mobile App,Electronics,New,24,133.22,2,4.8,266.44,86.83,80.13,0,3,0,0,2024,6,2,Sunday,253.65,30.07,133.22
ORD-01855,2023-11-09 05:32:48.384192096,North,In-Store,Electronics,New,41,58.0,4,6.4,231.99,42.85,45.65,0,1,0,0,2023,11,4,Thursday,217.14,19.68,58.0
ORD-01180,2023-03-07 17:35:19.659829915,South,Online,Clothing,Returning,47,22.85,3,10.9,68.55,17.83,7.61,2,4,0,0,2023,3,1,Tuesday,61.08,11.1,22.85
ORD-01762,2023-10-06 06:27:33.226613308,North,In-Store,Sports,New,52,62.09,2,14.3,124.17,45.3,15.78,1,5,0,0,2023,10,4,Friday,106.41,12.71,62.08
ORD-01660,2023-08-30 00:29:32.086043020,South,In-Store,Home & Garden,Returning,22,82.46,1,8.5,82.46,53.79,21.68,0,5,0,0,2023,8,3,Wednesday,75.45,26.29,82.46
ORD-02350,2024-05-07 23:54:57.448724360,West,Online,Sports,New,59,53.1,5,3.4,265.49,32.36,94.8,4,3,1,0,2024,5,2,Tuesday,256.46,35.71,53.1
ORD-01376,2023-05-18 07:24:27.733866934,West,Online,Clothing,Returning,41,28.68,4,1.5,114.7,18.99,36.97,1,5,1,0,2023,5,2,Thursday,112.98,32.23,28.68
ORD-01657,2023-08-28 22:11:56.758379192,South,Mobile App,Home & Garden,New,37,68.4,3,10.3,205.2,42.84,55.59,3,5,0,0,2023,8,3,Monday,184.06,27.09,68.4
ORD-01023,2023-01-09 09:34:50.845422711,South,Online,Books,New,34,6.7,1,13.1,6.7,3.84,1.98,3,2,0,0,2023,1,1,Monday,5.82,29.55,6.7
ORD-01346,2023-05-07 08:28:34.457228614,East,Mobile App,Books,New,47,26.85,3,7.7,80.55,14.87,29.73,1,4,0,0,2023,5,2,Sunday,74.35,36.91,26.85
ORD-02649,2024-08-25 04:27:58.439219608,East,Phone,Home & Garden,Returning,35,99.23,3,5.6,297.68,77.28,49.04,5,3,0,0,2024,8,3,Sunday,281.01,16.47,99.23
ORD-01572,2023-07-28 21:13:35.807903952,South,Online,Electronics,New,39,12.22,4,13.4,48.88,7.74,11.37,3,3,1,0,2023,7,3,Friday,42.33,23.26,12.22
ORD-02729,2024-09-23 09:37:00.510255128,East,In-Store,Food & Beverage,Returning,37,43.02,3,19.9,129.07,24.73,29.17,0,4,0,0,2024,9,3,Monday,103.39,22.6,43.02
ORD-01008,2023-01-03 22:06:54.207103551,East,Online,Sports,Returning,41,49.45,3,15.5,148.34,32.26,28.61,3,4,0,0,2023,1,1,Tuesday,125.35,19.29,49.45
ORD-01228,2023-03-25 06:16:44.902451226,West,Online,Home & Garden,Returning,64,85.26,1,8.8,85.26,61.43,16.33,3,5,0,0,2023,3,1,Saturday,77.76,19.15,85.26
ORD-01489,2023-06-28 13:46:58.409204602,West,Online,Home & Garden,Returning,18,49.11,7,17.0,343.8,38.91,13.08,3,3,0,0,2023,6,2,Wednesday,285.35,3.8,49.11
ORD-01213,2023-03-19 18:48:48.264132066,North,Phone,Electronics,Returning,44,63.7,1,7.1,63.7,43.6,15.55,5,4,0,0,2023,3,1,Sunday,59.18,24.41,63.7
ORD-02312,2024-04-24 02:52:09.964982496,South,Mobile App,Food & Beverage,New,41,43.06,1,18.8,43.06,32.17,2.78,4,3,0,0,2024,4,2,Wednesday,34.96,6.46,43.06
ORD-01765,2023-10-07 08:45:08.554277140,East,Phone,Food & Beverage,VIP,38,22.53,2,12.3,45.06,16.95,5.62,7,5,0,0,2023,10,4,Saturday,39.52,12.47,22.53
ORD-01449,2023-06-13 23:12:27.373686844,North,Online,Sports,Returning,50,32.01,2,11.2,64.02,22.8,11.26,2,5,0,0,2023,6,2,Tuesday,56.85,17.59,32.01
ORD-01744,2023-09-29 16:42:01.260630316,North,In-Store,Electronics,Returning,42,120.97,1,0.0,120.97,81.43,39.53,0,4,0,0,2023,9,3,Friday,120.97,32.68,120.97
ORD-01015,2023-01-06 11:27:56.638319159,North,In-Store,Clothing,Returning,38,31.78,3,12.0,95.33,21.06,20.75,4,5,0,0,2023,1,1,Friday,83.89,21.77,31.78
ORD-02975,2024-12-22 05:39:17.378689344,West,Phone,Food & Beverage,New,38,34.38,1,14.3,34.38,22.11,7.36,1,4,1,0,2024,12,4,Sunday,29.46,21.41,34.38
ORD-02862,2024-11-10 23:16:46.703351680,North,Online,Electronics,New,24,5.0,8,11.6,40.0,3.67,7.88,4,5,1,0,2024,11,4,Sunday,35.36,19.7,5.0
ORD-01658,2023-08-29 06:57:48.534267136,East,Online,Electronics,New,30,209.33,3,0.2,628.0,126.77,246.37,3,5,0,0,2023,8,3,Tuesday,626.74,39.23,209.33
ORD-02933,2024-12-06 21:33:02.791395696,East,Online,Food & Beverage,New,62,34.46,1,13.5,34.46,23.25,6.56,3,4,0,0,2024,12,4,Friday,29.81,19.04,34.46
ORD-01930,2023-12-06 14:52:31.575787896,North,In-Store,Clothing,New,66,51.13,2,17.3,102.26,40.22,4.1,0,2,0,0,2023,12,4,Wednesday,84.57,4.01,51.13
ORD-01546,2023-07-19 09:21:09.634817410,North,Online,Electronics,Returning,48,322.39,2,12.3,644.79,226.92,111.72,4,4,0,1,2023,7,3,Wednesday,565.48,17.33,322.4
ORD-02231,2024-03-25 12:57:16.118059032,North,In-Store,Clothing,Returning,56,33.99,5,5.3,169.97,23.9,41.41,0,4,0,0,2024,3,1,Monday,160.96,24.36,33.99
ORD-01619,2023-08-15 01:09:09.274637320,East,Online,Books,Returning,46,12.95,3,20.0,38.86,9.29,3.21,5,3,0,0,2023,8,3,Tuesday,31.09,8.26,12.95
ORD-01354,2023-05-10 06:35:28.664332166,North,Mobile App,Home & Garden,VIP,57,20.57,2,25.1,41.15,13.91,3.0,3,1,0,0,2023,5,2,Wednesday,30.82,7.29,20.58
ORD-01751,2023-10-02 06:03:03.691845924,West,Mobile App,Clothing,Returning,25,53.12,3,13.0,159.35,39.12,21.25,2,4,0,0,2023,10,4,Monday,138.63,13.34,53.12
ORD-01207,2023-03-17 14:13:37.608804402,East,Mobile App,Home & Garden,New,28,114.86,3,13.5,344.59,81.5,53.43,2,5,0,0,2023,3,1,Friday,298.07,15.51,114.86
ORD-01594,2023-08-05 22:02:34.877438720,West,Online,Clothing,Returning,26,26.99,4,11.4,107.98,16.34,30.33,6,3,0,0,2023,8,3,Saturday,95.67,28.09,27.0
ORD-01742,2023-09-28 23:10:17.708854428,East,Online,Electronics,Returning,44,183.84,7,4.7,1286.87,115.78,416.21,4,4,0,0,2023,9,3,Thursday,1226.39,32.34,183.84
ORD-02087,2024-02-01 22:53:00.390195100,North,Online,Electronics,Returning,44,186.65,8,7.1,1493.23,119.87,428.88,2,4,0,0,2024,2,1,Thursday,1387.21,28.72,186.65
ORD-01416,2023-06-01 21:58:58.769384692,North,Online,Clothing,Returning,66,88.61,2,2.5,177.23,56.83,59.16,7,4,0,0,2023,6,2,Thursday,172.8,33.38,88.62
ORD-02436,2024-06-08 09:39:10.175087544,South,Online,Electronics,New,41,136.8,2,11.5,273.6,90.08,62.05,1,4,0,0,2024,6,2,Saturday,242.14,22.68,136.8
ORD-02419,2024-06-02 04:39:29.984992496,West,Online,Clothing,Returning,42,80.95,5,10.9,404.77,50.73,106.89,4,4,0,0,2024,6,2,Sunday,360.65,26.41,80.95
ORD-02180,2024-03-06 21:58:15.547773888,West,Online,Clothing,New,50,31.03,7,8.4,217.21,22.77,39.61,1,4,0,0,2024,3,1,Wednesday,198.96,18.24,31.03
ORD-01704,2023-09-15 02:07:30.225112556,North,Mobile App,Clothing,Returning,50,85.2,4,3.7,340.79,59.27,90.96,3,4,0,0,2023,9,3,Friday,328.18,26.69,85.2
ORD-01442,2023-06-11 09:51:24.942471236,South,Mobile App,Electronics,Returning,18,39.89,3,8.2,119.68,29.36,21.75,3,4,1,0,2023,6,2,Sunday,109.87,18.17,39.89
ORD-02720,2024-09-20 02:44:14.527263632,North,Online,Electronics,Returning,38,5.0,1,7.8,5.0,2.87,1.74,5,4,1,0,2024,9,3,Friday,4.61,34.8,5.0
ORD-01638,2023-08-21 23:40:33.016508256,North,Phone,Sports,New,30,42.13,2,6.0,84.26,32.63,13.96,3,5,0,0,2023,8,3,Monday,79.2,16.57,42.13
ORD-01536,2023-07-15 17:42:31.875937970,West,Mobile App,Clothing,Returning,45,30.55,5,1.8,152.74,23.63,31.76,3,5,0,0,2023,7,3,Saturday,149.99,20.79,30.55
ORD-01348,2023-05-08 02:00:18.009004502,South,In-Store,Books,Returning,21,20.06,6,15.5,120.35,13.64,19.85,0,5,0,0,2023,5,2,Monday,101.7,16.49,20.06
ORD-02157,2024-02-27 12:23:24.702351176,West,Online,Sports,Returning,46,14.56,1,15.2,14.56,8.44,3.91,3,5,0,0,2024,2,1,Tuesday,12.35,26.85,14.56
ORD-01403,2023-05-28 04:02:45.682841420,West,Online,Clothing,VIP,33,15.92,6,26.0,95.54,11.92,-0.86,5,4,1,0,2023,5,2,Sunday,70.7,-0.9,15.92
ORD-01362,2023-05-13 04:42:22.871435718,South,Online,Sports,New,42,33.4,5,18.9,167.0,20.49,32.93,5,4,1,0,2023,5,2,Saturday,135.44,19.72,33.4
ORD-01026,2023-01-10 11:52:26.173086543,North,Mobile App,Clothing,VIP,25,79.8,3,15.8,239.4,46.99,60.62,1,4,0,0,2023,1,1,Tuesday,201.57,25.32,79.8
